# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
297169,1,4,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297170,1,4,430,HLT_BTagMu_AK4DiJet20_Mu5_v5/1,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297172,1,4,430,HLT_BTagMu_AK4DiJet20_Mu5_v5/1,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297162,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
297162,6,4,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297174,1,4,430,HLT_BTagMu_AK4DiJet20_Mu5_v5/1,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297180,1,4,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297163,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/1,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
297176,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
297176,11,4,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297177,1,4,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297181,1,4,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297175,1,4,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297182,1,4,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297171,1,4,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297173,1,4,430,HLT_BTagMu_AK4DiJet20_Mu5_v5/1,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297178,1,4,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297179,1,4,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297225,1,5,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297199,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
297199,18,3,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297215,1,3,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297224,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
297224,10,5,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297228,1,5,430,HLT_BTagMu_AK4DiJet20_Mu5_v5/1,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297229,1,5,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297200,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
297209,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/1,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
297211,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
297211,11,1,2460,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/615
297211,48,2,2000,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
297211,63,3,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297227,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
297227,9,5,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297218,1,3,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297218,9,4,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297219,1,4,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297219,28,5,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297260,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
297264,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
297268,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
297268,27,1,2460,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/615
297268,31,2,2000,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
297268,34,3,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297268,37,4,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297268,40,5,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297268,43,6,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297268,46,7,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297289,1,9,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/615
297288,1,9,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/615
297292,1,4,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297292,326,5,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297308,1,6,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297286,1,4,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297286,13,9,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/615
297290,1,9,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/615
297296,1,5,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297296,208,6,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297284,1,9,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/615
297281,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
297281,35,4,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297281,43,3,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297281,59,9,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/615
297282,1,9,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/615
297283,1,9,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/615
297291,1,9,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/615
297293,1,5,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
297285,1,9,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/615
297287,1,9,0,HLT_BTagMu_AK4DiJet20_Mu5_v5/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/615
297316,1,6,1720,HLT_BTagMu_AK4DiJet20_Mu5_v5/4,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
299370,1,7,1500,HLT_BTagMu_AK4DiJet20_Mu5_v7/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
299370,8,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v7/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
299370,47,7,1500,HLT_BTagMu_AK4DiJet20_Mu5_v7/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
299370,56,9,1290,HLT_BTagMu_AK4DiJet20_Mu5_v7/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
299370,163,10,860,HLT_BTagMu_AK4DiJet20_Mu5_v7/2,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/430
299369,1,7,1500,HLT_BTagMu_AK4DiJet20_Mu5_v7/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
299368,1,0,0,HLT_BTagMu_AK4DiJet20_Mu5_v7/0,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/0
299368,35,7,1500,HLT_BTagMu_AK4DiJet20_Mu5_v7/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
300394,1,6,1500,HLT_BTagMu_AK4DiJet20_Mu5_v8/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
300395,1,6,1500,HLT_BTagMu_AK4DiJet20_Mu5_v8/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
300396,1,6,1500,HLT_BTagMu_AK4DiJet20_Mu5_v8/3,ONE,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4/500
