# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
272935,5,6,1,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/1 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/1
272935,30,12,0,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/0 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/0
272935,66,6,1,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/1 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/1
273017,1,0,0,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/0 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/0
273017,11,6,1,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/1 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/1
273063,1,6,1,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/1 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/1
273012,1,0,0,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/0 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/0
273012,5,12,0,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/0 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/0
273013,1,6,1,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/1 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/1
273136,1,0,0,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/0 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/0
273136,4,6,1,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/1 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/1
251163,1,7,5,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/5
251562,1,6,5,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/5
251604,1,10,0,HLT_BTagMu_DiJet110_Mu5_v2/0,ONE,L1_Mu3_JetC52_WdEtaPhi2/65537
251604,16,6,5,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/5
251633,5,10,65537,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/65537
251635,31,10,65537,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/65537
256865,1,5,3,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/3
256866,1,5,3,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/3
256867,1,5,3,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/3
256867,26,6,1,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/1
256867,55,5,3,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/3
256867,56,6,1,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/1
256868,1,6,1,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/1
256868,382,5,3,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/3
256869,1,5,3,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/3
256924,1,1,15,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/15
256924,11,4,5,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/5
257682,1,5,3,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/3
257682,75,6,1,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/1
257751,1,5,3,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/3
258174,1,1,15,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/15
258174,22,5,3,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/3
258174,161,1,15,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/15
258175,1,5,3,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/3
258177,1,5,3,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/3
258211,1,1,15,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/15
258214,1,5,3,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/3
258215,1,5,3,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/3
258282,1,1,15,HLT_BTagMu_DiJet110_Mu5_v2/1,ONE,L1_Mu3_JetC52_WdEtaPhi2/15
272907,1,0,0,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/0 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/0
272907,12,11,1,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/1 L1_Mu3_JetC60/1
272908,1,0,0,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/0 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/0
272908,5,11,1,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/1 L1_Mu3_JetC60/1
273006,1,0,0,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/0 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/0
273006,4,12,0,HLT_BTagMu_DiJet110_Mu5_v2/1,OR,L1_Mu3_JetC60/0 L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4/0
